#    L    TT             EE             TE             PP             TP          
  2085   0.209716E+03   0.406178E+01  -0.953613E+01   0.509956E+05   0.878218E+01
  2086   0.209253E+03   0.404052E+01  -0.934642E+01   0.509424E+05   0.874827E+01
  2087   0.208782E+03   0.402028E+01  -0.915794E+01   0.508893E+05   0.871415E+01
  2088   0.208297E+03   0.400099E+01  -0.896994E+01   0.508362E+05   0.867982E+01
  2089   0.207811E+03   0.398271E+01  -0.878169E+01   0.507833E+05   0.864529E+01
  2090   0.207302E+03   0.396538E+01  -0.859467E+01   0.507303E+05   0.861056E+01
  2091   0.206801E+03   0.394907E+01  -0.840813E+01   0.506775E+05   0.857564E+01
  2092   0.206277E+03   0.393364E+01  -0.822281E+01   0.506247E+05   0.854053E+01
  2093   0.205738E+03   0.391923E+01  -0.803649E+01   0.505720E+05   0.850524E+01
  2094   0.205199E+03   0.390585E+01  -0.785214E+01   0.505194E+05   0.846977E+01
  2095   0.204652E+03   0.389335E+01  -0.766901E+01   0.504669E+05   0.843412E+01
  2096   0.204090E+03   0.388195E+01  -0.748725E+01   0.504144E+05   0.839830E+01
  2097   0.203520E+03   0.387136E+01  -0.730589E+01   0.503620E+05   0.836232E+01
  2098   0.202942E+03   0.386180E+01  -0.712613E+01   0.503097E+05   0.832617E+01
  2099   0.202356E+03   0.385312E+01  -0.694639E+01   0.502574E+05   0.828986E+01
  2100   0.201763E+03   0.384555E+01  -0.676898E+01   0.502052E+05   0.825341E+01
  2101   0.201154E+03   0.383879E+01  -0.659242E+01   0.501531E+05   0.821680E+01
  2102   0.200537E+03   0.383300E+01  -0.641708E+01   0.501011E+05   0.818005E+01
  2103   0.199913E+03   0.382809E+01  -0.624319E+01   0.500491E+05   0.814315E+01
  2104   0.199288E+03   0.382415E+01  -0.607067E+01   0.499972E+05   0.810612E+01
  2105   0.198640E+03   0.382103E+01  -0.589960E+01   0.499454E+05   0.806895E+01
  2106   0.197992E+03   0.381894E+01  -0.573007E+01   0.498936E+05   0.803165E+01
  2107   0.197336E+03   0.381768E+01  -0.556214E+01   0.498420E+05   0.799422E+01
  2108   0.196664E+03   0.381731E+01  -0.539583E+01   0.497904E+05   0.795667E+01
  2109   0.196000E+03   0.381783E+01  -0.523113E+01   0.497388E+05   0.791900E+01
  2110   0.195320E+03   0.381925E+01  -0.506821E+01   0.496874E+05   0.788121E+01
  2111   0.194632E+03   0.382142E+01  -0.490705E+01   0.496360E+05   0.784331E+01
  2112   0.193936E+03   0.382457E+01  -0.474768E+01   0.495846E+05   0.780529E+01
  2113   0.193232E+03   0.382839E+01  -0.459030E+01   0.495334E+05   0.776717E+01
  2114   0.192527E+03   0.383311E+01  -0.443479E+01   0.494822E+05   0.772895E+01
  2115   0.191807E+03   0.383874E+01  -0.428121E+01   0.494311E+05   0.769063E+01
  2116   0.191094E+03   0.384527E+01  -0.412964E+01   0.493800E+05   0.765221E+01
  2117   0.190366E+03   0.385278E+01  -0.398032E+01   0.493291E+05   0.761370E+01
  2118   0.189629E+03   0.386075E+01  -0.383286E+01   0.492781E+05   0.757511E+01
  2119   0.188892E+03   0.386962E+01  -0.368766E+01   0.492273E+05   0.753642E+01
  2120   0.188139E+03   0.387918E+01  -0.354455E+01   0.491765E+05   0.749766E+01
  2121   0.187386E+03   0.388965E+01  -0.340378E+01   0.491259E+05   0.745882E+01
  2122   0.186625E+03   0.390074E+01  -0.326519E+01   0.490752E+05   0.741990E+01
  2123   0.185863E+03   0.391258E+01  -0.312894E+01   0.490247E+05   0.738092E+01
  2124   0.185100E+03   0.392512E+01  -0.299496E+01   0.489742E+05   0.734186E+01
  2125   0.184322E+03   0.393850E+01  -0.286331E+01   0.489238E+05   0.730274E+01
  2126   0.183550E+03   0.395234E+01  -0.273409E+01   0.488734E+05   0.726357E+01
  2127   0.182763E+03   0.396710E+01  -0.260737E+01   0.488231E+05   0.722433E+01
  2128   0.181983E+03   0.398241E+01  -0.248301E+01   0.487729E+05   0.718505E+01
  2129   0.181187E+03   0.399834E+01  -0.236115E+01   0.487228E+05   0.714571E+01
  2130   0.180390E+03   0.401497E+01  -0.224181E+01   0.486727E+05   0.710633E+01
  2131   0.179593E+03   0.403236E+01  -0.212505E+01   0.486227E+05   0.706690E+01
  2132   0.178794E+03   0.405024E+01  -0.201074E+01   0.485728E+05   0.702744E+01
  2133   0.177988E+03   0.406881E+01  -0.189917E+01   0.485229E+05   0.698794E+01
  2134   0.177181E+03   0.408794E+01  -0.179020E+01   0.484731E+05   0.694841E+01
  2135   0.176366E+03   0.410770E+01  -0.168369E+01   0.484234E+05   0.690886E+01
  2136   0.175550E+03   0.412786E+01  -0.158008E+01   0.483737E+05   0.686927E+01
  2137   0.174733E+03   0.414872E+01  -0.147901E+01   0.483241E+05   0.682967E+01
  2138   0.173908E+03   0.417007E+01  -0.138070E+01   0.482746E+05   0.679005E+01
  2139   0.173089E+03   0.419198E+01  -0.128508E+01   0.482251E+05   0.675042E+01
  2140   0.172262E+03   0.421438E+01  -0.119216E+01   0.481757E+05   0.671077E+01
  2141   0.171442E+03   0.423711E+01  -0.110209E+01   0.481264E+05   0.667112E+01
  2142   0.170606E+03   0.426048E+01  -0.101472E+01   0.480771E+05   0.663147E+01
  2143   0.169769E+03   0.428426E+01  -0.930211E+00   0.480279E+05   0.659182E+01
  2144   0.168932E+03   0.430845E+01  -0.848336E+00   0.479788E+05   0.655217E+01
  2145   0.168101E+03   0.433314E+01  -0.769473E+00   0.479298E+05   0.651253E+01
  2146   0.167261E+03   0.435818E+01  -0.693284E+00   0.478808E+05   0.647290E+01
  2147   0.166421E+03   0.438363E+01  -0.619965E+00   0.478318E+05   0.643328E+01
  2148   0.165595E+03   0.440957E+01  -0.549498E+00   0.477830E+05   0.639368E+01
  2149   0.164760E+03   0.443587E+01  -0.481835E+00   0.477342E+05   0.635411E+01
  2150   0.163917E+03   0.446243E+01  -0.417024E+00   0.476855E+05   0.631456E+01
  2151   0.163080E+03   0.448935E+01  -0.355069E+00   0.476368E+05   0.627504E+01
  2152   0.162243E+03   0.451661E+01  -0.295943E+00   0.475882E+05   0.623555E+01
  2153   0.161405E+03   0.454415E+01  -0.239697E+00   0.475397E+05   0.619610E+01
  2154   0.160565E+03   0.457197E+01  -0.186304E+00   0.474912E+05   0.615668E+01
  2155   0.159732E+03   0.460006E+01  -0.135762E+00   0.474428E+05   0.611731E+01
  2156   0.158899E+03   0.462843E+01  -0.880600E-01   0.473945E+05   0.607798E+01
  2157   0.158064E+03   0.465699E+01  -0.432171E-01   0.473462E+05   0.603870E+01
  2158   0.157236E+03   0.468583E+01  -0.121540E-02   0.472980E+05   0.599947E+01
  2159   0.156400E+03   0.471488E+01   0.379482E-01   0.472499E+05   0.596029E+01
  2160   0.155570E+03   0.474404E+01   0.742768E-01   0.472018E+05   0.592116E+01
  2161   0.154739E+03   0.477341E+01   0.107779E+00   0.471538E+05   0.588210E+01
  2162   0.153915E+03   0.480299E+01   0.138453E+00   0.471059E+05   0.584310E+01
  2163   0.153090E+03   0.483261E+01   0.166315E+00   0.470580E+05   0.580416E+01
  2164   0.152265E+03   0.486236E+01   0.191370E+00   0.470102E+05   0.576530E+01
  2165   0.151445E+03   0.489238E+01   0.213625E+00   0.469624E+05   0.572650E+01
  2166   0.150633E+03   0.492231E+01   0.233087E+00   0.469148E+05   0.568778E+01
  2167   0.149812E+03   0.495229E+01   0.249767E+00   0.468671E+05   0.564913E+01
  2168   0.148998E+03   0.498248E+01   0.263679E+00   0.468196E+05   0.561057E+01
  2169   0.148198E+03   0.501256E+01   0.274845E+00   0.467721E+05   0.557209E+01
  2170   0.147397E+03   0.504277E+01   0.283280E+00   0.467247E+05   0.553370E+01
  2171   0.146588E+03   0.507289E+01   0.289005E+00   0.466773E+05   0.549539E+01
  2172   0.145793E+03   0.510306E+01   0.292035E+00   0.466300E+05   0.545718E+01
  2173   0.145004E+03   0.513313E+01   0.292389E+00   0.465828E+05   0.541906E+01
  2174   0.144215E+03   0.516333E+01   0.290089E+00   0.465356E+05   0.538105E+01
  2175   0.143425E+03   0.519336E+01   0.285150E+00   0.464885E+05   0.534313E+01
  2176   0.142642E+03   0.522322E+01   0.277596E+00   0.464415E+05   0.530532E+01
  2177   0.141880E+03   0.525313E+01   0.267451E+00   0.463945E+05   0.526762E+01
  2178   0.141110E+03   0.528288E+01   0.254730E+00   0.463476E+05   0.523002E+01
  2179   0.140340E+03   0.531252E+01   0.239457E+00   0.463007E+05   0.519254E+01
  2180   0.139576E+03   0.534200E+01   0.221655E+00   0.462539E+05   0.515518E+01
  2181   0.138819E+03   0.537138E+01   0.201344E+00   0.462072E+05   0.511794E+01
  2182   0.138068E+03   0.540058E+01   0.178548E+00   0.461606E+05   0.508082E+01
  2183   0.137317E+03   0.542962E+01   0.153323E+00   0.461140E+05   0.504382E+01
  2184   0.136573E+03   0.545842E+01   0.125665E+00   0.460674E+05   0.500696E+01
  2185   0.135835E+03   0.548697E+01   0.956211E-01   0.460209E+05   0.497022E+01
  2186   0.135104E+03   0.551542E+01   0.632241E-01   0.459745E+05   0.493363E+01
  2187   0.134387E+03   0.554356E+01   0.284920E-01   0.459282E+05   0.489716E+01
  2188   0.133662E+03   0.557152E+01  -0.852738E-02   0.458819E+05   0.486084E+01
  2189   0.132952E+03   0.559917E+01  -0.478161E-01   0.458357E+05   0.482467E+01
  2190   0.132255E+03   0.562650E+01  -0.893340E-01   0.457895E+05   0.478864E+01
  2191   0.131551E+03   0.565366E+01  -0.133063E+00   0.457434E+05   0.475276E+01
  2192   0.130861E+03   0.568035E+01  -0.178970E+00   0.456974E+05   0.471703E+01
  2193   0.130170E+03   0.570679E+01  -0.227016E+00   0.456514E+05   0.468146E+01
  2194   0.129493E+03   0.573299E+01  -0.277174E+00   0.456055E+05   0.464605E+01
  2195   0.128816E+03   0.575880E+01  -0.329464E+00   0.455596E+05   0.461080E+01
  2196   0.128153E+03   0.578422E+01  -0.383742E+00   0.455138E+05   0.457572E+01
  2197   0.127497E+03   0.580932E+01  -0.439989E+00   0.454681E+05   0.454080E+01
  2198   0.126840E+03   0.583402E+01  -0.498210E+00   0.454224E+05   0.450606E+01
  2199   0.126190E+03   0.585833E+01  -0.558409E+00   0.453768E+05   0.447149E+01
  2200   0.125555E+03   0.588225E+01  -0.620517E+00   0.453312E+05   0.443709E+01
  2201   0.124926E+03   0.590585E+01  -0.684388E+00   0.452858E+05   0.440288E+01
  2202   0.124297E+03   0.592891E+01  -0.750322E+00   0.452403E+05   0.436885E+01
  2203   0.123689E+03   0.595165E+01  -0.817725E+00   0.451950E+05   0.433500E+01
  2204   0.123074E+03   0.597392E+01  -0.886969E+00   0.451497E+05   0.430134E+01
  2205   0.122480E+03   0.599564E+01  -0.957834E+00   0.451044E+05   0.426786E+01
  2206   0.121886E+03   0.601696E+01  -0.103039E+01   0.450592E+05   0.423457E+01
  2207   0.121299E+03   0.603782E+01  -0.110443E+01   0.450141E+05   0.420148E+01
  2208   0.120726E+03   0.605827E+01  -0.117994E+01   0.449690E+05   0.416857E+01
  2209   0.120153E+03   0.607810E+01  -0.125707E+01   0.449240E+05   0.413586E+01
  2210   0.119594E+03   0.609746E+01  -0.133575E+01   0.448791E+05   0.410335E+01
  2211   0.119042E+03   0.611641E+01  -0.141577E+01   0.448342E+05   0.407103E+01
  2212   0.118497E+03   0.613467E+01  -0.149726E+01   0.447894E+05   0.403891E+01
  2213   0.117959E+03   0.615252E+01  -0.158002E+01   0.447446E+05   0.400699E+01
  2214   0.117429E+03   0.616982E+01  -0.166395E+01   0.446999E+05   0.397527E+01
  2215   0.116905E+03   0.618663E+01  -0.174930E+01   0.446552E+05   0.394376E+01
  2216   0.116389E+03   0.620275E+01  -0.183575E+01   0.446107E+05   0.391245E+01
  2217   0.115887E+03   0.621838E+01  -0.192333E+01   0.445661E+05   0.388136E+01
  2218   0.115384E+03   0.623338E+01  -0.201209E+01   0.445217E+05   0.385047E+01
  2219   0.114904E+03   0.624783E+01  -0.210189E+01   0.444773E+05   0.381979E+01
  2220   0.114423E+03   0.626179E+01  -0.219273E+01   0.444329E+05   0.378932E+01
  2221   0.113942E+03   0.627511E+01  -0.228462E+01   0.443886E+05   0.375907E+01
  2222   0.113483E+03   0.628780E+01  -0.237726E+01   0.443444E+05   0.372903E+01
  2223   0.113031E+03   0.629986E+01  -0.247080E+01   0.443002E+05   0.369921E+01
  2224   0.112580E+03   0.631143E+01  -0.256523E+01   0.442561E+05   0.366961E+01
  2225   0.112135E+03   0.632236E+01  -0.266034E+01   0.442120E+05   0.364024E+01
  2226   0.111705E+03   0.633258E+01  -0.275620E+01   0.441680E+05   0.361108E+01
  2227   0.111282E+03   0.634223E+01  -0.285282E+01   0.441241E+05   0.358215E+01
  2228   0.110866E+03   0.635117E+01  -0.295012E+01   0.440802E+05   0.355344E+01
  2229   0.110465E+03   0.635954E+01  -0.304780E+01   0.440364E+05   0.352497E+01
  2230   0.110064E+03   0.636727E+01  -0.314624E+01   0.439926E+05   0.349672E+01
  2231   0.109678E+03   0.637436E+01  -0.324507E+01   0.439489E+05   0.346870E+01
  2232   0.109291E+03   0.638081E+01  -0.334443E+01   0.439053E+05   0.344092E+01
  2233   0.108920E+03   0.638660E+01  -0.344411E+01   0.438617E+05   0.341337E+01
  2234   0.108563E+03   0.639176E+01  -0.354418E+01   0.438181E+05   0.338606E+01
  2235   0.108213E+03   0.639634E+01  -0.364464E+01   0.437747E+05   0.335899E+01
  2236   0.107871E+03   0.640020E+01  -0.374527E+01   0.437312E+05   0.333215E+01
  2237   0.107529E+03   0.640334E+01  -0.384621E+01   0.436879E+05   0.330556E+01
  2238   0.107194E+03   0.640590E+01  -0.394756E+01   0.436446E+05   0.327921E+01
  2239   0.106874E+03   0.640782E+01  -0.404878E+01   0.436013E+05   0.325311E+01
  2240   0.106546E+03   0.640908E+01  -0.415002E+01   0.435581E+05   0.322725E+01
  2241   0.106234E+03   0.640962E+01  -0.425144E+01   0.435150E+05   0.320164E+01
  2242   0.105944E+03   0.640950E+01  -0.435289E+01   0.434719E+05   0.317628E+01
  2243   0.105676E+03   0.640873E+01  -0.445407E+01   0.434289E+05   0.315117E+01
  2244   0.105393E+03   0.640731E+01  -0.455536E+01   0.433860E+05   0.312632E+01
  2245   0.105118E+03   0.640515E+01  -0.465653E+01   0.433431E+05   0.310172E+01
  2246   0.104850E+03   0.640242E+01  -0.475758E+01   0.433002E+05   0.307737E+01
  2247   0.104597E+03   0.639902E+01  -0.485844E+01   0.432574E+05   0.305329E+01
  2248   0.104344E+03   0.639490E+01  -0.495904E+01   0.432147E+05   0.302947E+01
  2249   0.104099E+03   0.639019E+01  -0.505923E+01   0.431720E+05   0.300590E+01
  2250   0.103869E+03   0.638474E+01  -0.515931E+01   0.431294E+05   0.298261E+01
  2251   0.103639E+03   0.637871E+01  -0.525884E+01   0.430868E+05   0.295957E+01
  2252   0.103417E+03   0.637195E+01  -0.535810E+01   0.430443E+05   0.293681E+01
  2253   0.103210E+03   0.636459E+01  -0.545687E+01   0.430018E+05   0.291430E+01
  2254   0.103010E+03   0.635657E+01  -0.555516E+01   0.429594E+05   0.289207E+01
  2255   0.102810E+03   0.634796E+01  -0.565288E+01   0.429171E+05   0.287010E+01
  2256   0.102626E+03   0.633862E+01  -0.575010E+01   0.428748E+05   0.284839E+01
  2257   0.102442E+03   0.632868E+01  -0.584669E+01   0.428326E+05   0.282695E+01
  2258   0.102265E+03   0.631807E+01  -0.594255E+01   0.427904E+05   0.280578E+01
  2259   0.102103E+03   0.630680E+01  -0.603798E+01   0.427483E+05   0.278487E+01
  2260   0.101942E+03   0.629493E+01  -0.613254E+01   0.427062E+05   0.276423E+01
  2261   0.101788E+03   0.628239E+01  -0.622622E+01   0.426642E+05   0.274386E+01
  2262   0.101642E+03   0.626933E+01  -0.631910E+01   0.426222E+05   0.272375E+01
  2263   0.101504E+03   0.625559E+01  -0.641124E+01   0.425803E+05   0.270391E+01
  2264   0.101366E+03   0.624119E+01  -0.650220E+01   0.425385E+05   0.268433E+01
  2265   0.101228E+03   0.622626E+01  -0.659235E+01   0.424967E+05   0.266503E+01
  2266   0.101106E+03   0.621073E+01  -0.668161E+01   0.424550E+05   0.264598E+01
  2267   0.100998E+03   0.619460E+01  -0.676953E+01   0.424133E+05   0.262721E+01
  2268   0.100891E+03   0.617780E+01  -0.685700E+01   0.423717E+05   0.260870E+01
  2269   0.100784E+03   0.616046E+01  -0.694372E+01   0.423301E+05   0.259046E+01
  2270   0.100685E+03   0.614260E+01  -0.702910E+01   0.422886E+05   0.257249E+01
  2271   0.100601E+03   0.612413E+01  -0.711314E+01   0.422471E+05   0.255479E+01
  2272   0.100517E+03   0.610514E+01  -0.719582E+01   0.422057E+05   0.253735E+01
  2273   0.100434E+03   0.608538E+01  -0.727715E+01   0.421644E+05   0.252018E+01
  2274   0.100366E+03   0.606517E+01  -0.735787E+01   0.421231E+05   0.250328E+01
  2275   0.100290E+03   0.604450E+01  -0.743723E+01   0.420818E+05   0.248664E+01
  2276   0.100238E+03   0.602323E+01  -0.751449E+01   0.420406E+05   0.247027E+01
  2277   0.100186E+03   0.600141E+01  -0.759114E+01   0.419995E+05   0.245418E+01
  2278   0.100126E+03   0.597914E+01  -0.766716E+01   0.419584E+05   0.243834E+01
  2279   0.100082E+03   0.595625E+01  -0.774107E+01   0.419174E+05   0.242278E+01
  2280   0.100039E+03   0.593298E+01  -0.781436E+01   0.418764E+05   0.240749E+01
  2281   0.100003E+03   0.590901E+01  -0.788553E+01   0.418355E+05   0.239246E+01
  2282   0.999676E+02   0.588473E+01  -0.795532E+01   0.417946E+05   0.237770E+01
  2283   0.999327E+02   0.585984E+01  -0.802375E+01   0.417538E+05   0.236322E+01
  2284   0.999130E+02   0.583462E+01  -0.809005E+01   0.417130E+05   0.234899E+01
  2285   0.998938E+02   0.580887E+01  -0.815571E+01   0.416723E+05   0.233504E+01
  2286   0.998601E+02   0.578257E+01  -0.821999E+01   0.416316E+05   0.232136E+01
  2287   0.998343E+02   0.575595E+01  -0.828214E+01   0.415910E+05   0.230795E+01
  2288   0.998387E+02   0.572879E+01  -0.834290E+01   0.415505E+05   0.229480E+01
  2289   0.998287E+02   0.570130E+01  -0.840227E+01   0.415100E+05   0.228193E+01
  2290   0.998266E+02   0.567326E+01  -0.845951E+01   0.414695E+05   0.226932E+01
  2291   0.998399E+02   0.564483E+01  -0.851609E+01   0.414292E+05   0.225698E+01
  2292   0.998685E+02   0.561607E+01  -0.857053E+01   0.413888E+05   0.224492E+01
  2293   0.998753E+02   0.558684E+01  -0.862358E+01   0.413485E+05   0.223312E+01
  2294   0.998900E+02   0.555727E+01  -0.867447E+01   0.413083E+05   0.222159E+01
  2295   0.999127E+02   0.552716E+01  -0.872396E+01   0.412681E+05   0.221033E+01
  2296   0.999210E+02   0.549694E+01  -0.877131E+01   0.412280E+05   0.219935E+01
  2297   0.999522E+02   0.546624E+01  -0.881798E+01   0.411879E+05   0.218863E+01
  2298   0.999839E+02   0.543529E+01  -0.886250E+01   0.411479E+05   0.217818E+01
  2299   0.100009E+03   0.540393E+01  -0.890486E+01   0.411079E+05   0.216800E+01
  2300   0.100049E+03   0.537216E+01  -0.894581E+01   0.410680E+05   0.215809E+01
  2301   0.100067E+03   0.534013E+01  -0.898533E+01   0.410281E+05   0.214846E+01
  2302   0.100101E+03   0.530792E+01  -0.902343E+01   0.409883E+05   0.213909E+01
  2303   0.100151E+03   0.527523E+01  -0.905862E+01   0.409485E+05   0.212999E+01
  2304   0.100186E+03   0.524235E+01  -0.909239E+01   0.409088E+05   0.212115E+01
  2305   0.100229E+03   0.520921E+01  -0.912472E+01   0.408691E+05   0.211258E+01
  2306   0.100272E+03   0.517574E+01  -0.915487E+01   0.408295E+05   0.210427E+01
  2307   0.100294E+03   0.514208E+01  -0.918433E+01   0.407899E+05   0.209623E+01
  2308   0.100346E+03   0.510816E+01  -0.921086E+01   0.407504E+05   0.208844E+01
  2309   0.100414E+03   0.507398E+01  -0.923595E+01   0.407110E+05   0.208091E+01
  2310   0.100467E+03   0.503969E+01  -0.925885E+01   0.406716E+05   0.207364E+01
  2311   0.100513E+03   0.500499E+01  -0.928029E+01   0.406322E+05   0.206662E+01
  2312   0.100567E+03   0.497026E+01  -0.930029E+01   0.405929E+05   0.205986E+01
  2313   0.100614E+03   0.493533E+01  -0.931808E+01   0.405536E+05   0.205335E+01
  2314   0.100670E+03   0.490022E+01  -0.933368E+01   0.405144E+05   0.204709E+01
  2315   0.100725E+03   0.486493E+01  -0.934781E+01   0.404753E+05   0.204108E+01
  2316   0.100774E+03   0.482952E+01  -0.936047E+01   0.404362E+05   0.203532E+01
  2317   0.100831E+03   0.479400E+01  -0.937093E+01   0.403971E+05   0.202980E+01
  2318   0.100888E+03   0.475830E+01  -0.938066E+01   0.403581E+05   0.202453E+01
  2319   0.100938E+03   0.472248E+01  -0.938816E+01   0.403192E+05   0.201950E+01
  2320   0.100996E+03   0.468662E+01  -0.939345E+01   0.402803E+05   0.201472E+01
  2321   0.101062E+03   0.465058E+01  -0.939652E+01   0.402414E+05   0.201017E+01
  2322   0.101114E+03   0.461457E+01  -0.939810E+01   0.402026E+05   0.200587E+01
  2323   0.101158E+03   0.457838E+01  -0.939820E+01   0.401639E+05   0.200180E+01
